Date,Temp9am,Temp3pm,MinTemp,MaxTemp,Rainfall,RainToday,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,ID
20-02-15,21.9,26.5,18.4,27.0,0.2,No,3.8,11.8,W,41,W,NE,2,19,79,60,1021.6,1017.8,5,1,750
21-02-15,23.7,25.8,21.0,26.7,0.0,Yes,8.0,3.8,W,41,WSW,ESE,4,13,83,72,1017.1,1014.3,7,8,751
22-02-15,19.4,19.2,19.2,19.7,4.2,Yes,5.0,0.0,W,41,SSW,SE,19,17,68,84,1018.9,1018.4,8,8,752
23-02-15,19.5,21.8,17.3,23.0,9.0,No,3.8,1.3,W,41,SE,SE,17,17,52,52,1019.3,1018.2,7,7,753
24-02-15,22.7,23.5,18.2,24.4,0.2,No,7.2,7.5,W,41,SE,ESE,11,19,53,53,1019.4,1018.2,3,5,754
25-02-15,20.9,24.7,17.2,25.2,0.0,No,4.4,7.9,W,41,W,E,0,26,73,67,1016.2,1013.7,7,5,755
26-02-15,23.9,23.5,20.5,25.1,0.0,Yes,5.2,1.0,W,41,NE,ENE,20,15,72,83,1011.5,1009.6,7,8,756
27-02-15,22.4,25.1,20.9,26.7,14.0,No,3.4,6.2,W,41,NNW,NE,2,15,90,77,1011.9,1010.8,6,3,757
28-02-15,25.0,25.6,22.3,26.4,0.0,No,5.0,5.0,W,41,ENE,ENE,19,33,71,68,1013.8,1012.0,2,7,758
01-03-15,24.8,27.4,22.6,29.2,0.0,No,6.4,6.4,W,41,ENE,NE,11,17,72,65,1011.6,1009.6,6,7,759
02-03-15,23.9,29.6,20.8,30.0,0.0,No,9.2,11.7,W,41,WNW,W,11,22,46,35,1013.4,1012.2,1,1,760
03-03-15,19.3,20.4,19.2,20.8,0.2,No,8.0,0.3,W,41,S,SSE,20,24,85,67,1020.8,1022.5,8,8,761
04-03-15,20.4,23.6,18.2,24.2,0.0,No,5.2,9.0,W,41,S,SSE,24,24,63,49,1031.1,1031.5,2,4,762
05-03-15,23.3,22.5,18.7,24.5,0.2,No,9.0,7.9,W,41,SE,SE,19,28,55,54,1035.0,1034.8,2,4,763
06-03-15,20.5,22.8,17.4,24.7,0.0,Yes,7.4,7.1,W,41,SSE,SE,22,19,68,52,1034.3,1032.9,2,6,764
07-03-15,18.7,23.0,16.2,24.6,5.6,No,5.6,6.9,W,41,W,ESE,13,17,87,50,1030.4,1027.8,2,5,765
08-03-15,19.7,24.5,18.0,25.2,0.0,No,5.4,5.9,W,41,W,E,11,15,78,57,1025.7,1022.4,7,2,766
09-03-15,20.0,25.1,17.4,25.5,0.0,No,5.8,11.0,W,41,W,E,15,19,82,54,1023.5,1022.7,3,1,767
10-03-15,18.8,24.4,15.6,26.0,0.0,No,5.4,11.3,W,41,W,E,13,19,80,54,1025.7,1024.5,0,1,768
11-03-15,19.8,25.3,17.0,26.5,0.0,No,6.6,10.2,W,41,W,ENE,9,17,77,51,1026.5,1023.7,6,4,769
12-03-15,20.1,26.9,18.2,27.4,0.0,No,7.0,11.2,W,41,W,ENE,6,17,82,60,1022.2,1019.2,6,3,770
13-03-15,22.8,26.5,19.8,29.0,0.0,No,6.2,11.1,W,41,W,E,15,15,64,68,1021.0,1019.5,3,1,771
14-03-15,23.5,28.0,21.7,30.9,0.0,No,7.0,9.0,W,41,W,E,9,19,64,56,1017.9,1014.3,6,6,772
15-03-15,22.5,24.1,20.8,25.0,0.0,No,8.4,6.3,W,41,ESE,ESE,9,19,64,57,1020.1,1018.7,7,5,773
16-03-15,21.6,26.1,18.7,27.0,0.0,No,4.4,10.9,W,41,WNW,ENE,13,22,74,60,1020.1,1017.4,0,5,774
17-03-15,20.3,25.3,18.7,26.0,0.0,No,7.6,6.1,W,41,W,ESE,17,20,79,58,1021.6,1020.8,7,5,775
18-03-15,21.1,24.8,19.5,25.5,0.0,No,4.0,8.7,W,41,W,NE,7,20,75,61,1023.4,1019.6,6,1,776
19-03-15,22.6,29.5,19.5,29.6,0.0,No,5.6,8.9,W,41,W,ENE,9,9,80,52,1019.1,1015.4,0,2,777
20-03-15,23.0,25.5,22.4,26.9,0.0,No,7.4,7.2,W,41,SSW,S,17,19,80,66,1019.6,1018.4,6,7,778
21-03-15,23.1,26.2,20.8,26.4,0.0,No,5.4,8.2,W,41,W,NE,6,19,82,66,1019.2,1014.9,2,7,779
22-03-15,23.2,26.7,22.4,27.5,0.0,Yes,2.8,0.1,W,41,W,W,7,11,78,56,1016.9,1016.4,7,8,780
23-03-15,20.6,21.2,20.5,21.3,4.0,Yes,4.8,0.0,W,41,SSW,SSW,4,9,92,88,1019.8,1018.4,8,8,781
24-03-15,21.0,22.0,18.9,23.1,14.0,No,2.6,3.1,W,41,S,S,24,30,68,67,1019.5,1017.5,7,6,782
25-03-15,18.4,24.8,16.0,25.3,0.2,No,3.6,10.8,W,41,W,S,24,19,68,45,1018.3,1016.3,2,1,783
26-03-15,19.0,24.3,17.2,24.6,0.0,No,5.8,9.4,W,41,W,S,13,24,74,46,1019.9,1018.5,5,2,784
27-03-15,18.6,22.1,15.9,24.0,0.0,Yes,6.6,7.2,W,41,WNW,SE,17,15,72,56,1021.4,1020.0,2,3,785
28-03-15,17.7,20.7,15.4,22.4,6.8,Yes,3.2,6.6,W,41,W,SSE,13,19,84,59,1022.9,1020.5,6,6,786
29-03-15,19.6,20.5,15.2,21.5,1.2,No,4.4,2.5,W,41,WNW,SE,9,7,76,64,1021.1,1019.0,5,7,787
30-03-15,21.4,22.4,17.0,23.3,0.8,Yes,2.2,3.6,W,41,W,E,0,17,74,62,1020.5,1017.6,6,7,788
31-03-15,19.1,24.5,18.5,25.9,3.8,Yes,2.8,1.1,W,41,NNE,NNW,15,22,90,65,1016.6,1012.3,8,7,789
01-04-15,22.2,24.3,19.0,28.7,3.0,Yes,1.4,9.4,W,41,W,SSE,17,17,77,71,1012.5,1011.8,3,3,790
02-04-15,20.8,22.4,16.4,25.0,4.4,No,5.0,9.9,W,41,WNW,SE,15,20,68,55,1014.8,1011.1,2,6,791
03-04-15,18.6,27.6,17.2,27.9,0.0,No,6.2,7.4,W,41,W,E,9,17,78,41,1010.5,1007.6,6,1,792
04-04-15,24.5,27.7,18.6,27.9,0.0,No,3.8,10.1,W,41,NNW,WNW,15,20,58,33,1007.9,1006.0,5,3,793
05-04-15,16.8,24.2,14.9,24.5,0.0,No,8.6,10.6,W,41,W,WSW,30,20,33,22,1014.3,1011.7,1,2,794
06-04-15,17.6,21.3,13.1,22.3,0.0,No,5.6,10.7,W,41,W,SSE,17,19,52,46,1021.8,1020.3,1,1,795
07-04-15,15.9,23.0,12.3,25.0,0.0,No,3.8,10.7,W,41,W,ENE,15,17,71,49,1022.8,1019.3,0,2,796
08-04-15,17.5,23.3,14.9,24.9,0.0,No,6.0,9.3,W,41,W,ESE,15,19,77,62,1021.9,1020.5,6,3,797
09-04-15,18.1,21.8,16.9,22.3,0.0,No,3.6,1.5,W,41,WNW,SSE,9,15,77,64,1027.0,1025.1,7,6,798
10-04-15,19.1,24.2,15.8,25.3,0.6,No,2.4,10.8,W,41,W,ESE,11,15,82,63,1028.1,1026.0,1,3,799
11-04-15,20.5,24.2,17.2,24.9,0.0,No,2.8,9.6,W,41,WNW,E,6,13,82,65,1026.0,1023.7,2,2,800
12-04-15,20.0,24.4,17.3,24.8,0.0,No,4.4,9.3,W,41,W,E,13,15,87,57,1025.2,1021.7,1,5,801
13-04-15,17.6,23.9,16.7,24.2,0.0,No,3.4,10.3,W,41,W,ENE,15,20,95,63,1023.4,1020.4,1,1,802
14-04-15,19.3,23.9,16.7,25.7,0.0,No,5.4,10.6,W,41,WNW,E,11,19,81,63,1022.9,1019.4,1,1,803
15-04-15,20.2,26.5,16.6,30.7,0.0,No,3.2,10.6,W,41,W,NE,13,11,68,50,1020.6,1016.0,1,1,804
16-04-15,22.8,26.4,20.2,28.6,0.0,Yes,7.2,3.4,W,41,NW,NNW,11,20,57,49,1014.3,1009.9,7,7,805
17-04-15,17.3,19.2,17.2,22.8,8.8,No,5.0,3.8,W,41,W,S,20,20,77,70,1013.2,1013.5,7,5,806
18-04-15,15.1,21.5,12.5,21.8,0.4,No,3.0,10.5,W,41,W,SE,24,15,56,46,1024.3,1022.3,1,1,807
19-04-15,14.2,20.1,11.7,20.4,0.0,No,4.4,2.2,W,41,W,W,19,11,65,41,1020.4,1017.8,6,7,808
20-04-15,16.0,24.5,12.6,24.9,0.0,No,2.4,10.6,W,41,W,W,15,9,64,32,1021.0,1016.7,0,1,809
21-04-15,18.2,24.5,13.4,24.6,0.0,No,5.0,10.7,W,41,W,WNW,24,17,44,35,1019.9,1017.0,1,1,810
22-04-15,14.4,19.2,14.0,19.4,0.0,Yes,5.0,0.3,W,41,W,S,20,13,79,64,1025.2,1024.4,8,7,811
23-04-15,15.1,20.6,14.3,21.7,1.8,No,2.4,4.6,W,41,W,ENE,13,13,89,74,1027.6,1024.4,7,6,812
24-04-15,15.3,26.3,13.9,26.5,0.0,No,1.2,8.2,W,41,W,SW,19,2,90,30,1024.8,1022.1,2,1,813
25-04-15,18.0,22.7,14.8,23.1,0.2,No,4.0,6.5,W,41,W,ESE,15,6,75,60,1027.6,1024.3,4,6,814
26-04-15,19.2,24.2,16.2,24.8,0.0,No,2.8,4.2,W,41,WNW,NE,2,17,80,54,1021.3,1015.8,7,5,815
27-04-15,18.7,18.1,15.4,21.1,0.0,Yes,3.8,5.9,W,41,NNE,W,7,28,59,41,1012.2,1011.3,7,3,816
28-04-15,13.9,21.5,10.4,22.3,2.0,No,4.4,10.2,W,41,W,WSW,24,7,48,34,1020.0,1018.3,1,1,817
29-04-15,13.5,22.9,11.3,23.1,0.0,No,3.8,10.1,W,41,W,WSW,20,6,62,33,1022.4,1018.3,1,1,818
30-04-15,14.1,22.6,11.1,24.4,0.0,No,4.0,10.1,W,41,W,E,20,11,65,46,1021.9,1019.3,1,1,819
01-05-15,15.3,22.4,12.3,24.6,0.0,No,2.0,10.2,W,41,W,E,15,17,68,50,1022.0,1018.3,1,1,820
02-05-15,15.7,22.0,12.7,22.6,0.0,No,4.4,10.2,W,41,W,NE,13,19,78,61,1020.3,1015.8,1,1,821
03-05-15,16.3,25.7,12.8,27.0,0.0,No,4.2,9.7,W,41,W,W,11,30,64,19,1012.6,1008.7,1,1,822
04-05-15,12.7,18.5,10.5,18.9,0.0,No,8.0,10.2,W,41,WSW,S,28,26,40,29,1017.9,1016.9,1,1,823
05-05-15,12.0,20.7,9.0,21.9,0.0,No,4.4,9.4,W,41,W,S,24,17,53,36,1018.8,1015.8,1,2,824
06-05-15,13.0,20.3,10.6,21.1,0.0,No,4.4,10.1,W,41,W,SW,19,22,60,35,1018.4,1014.9,1,2,825
07-05-15,13.2,20.5,10.5,21.7,0.0,No,4.0,9.0,W,41,W,S,20,24,62,47,1017.6,1016.1,1,3,826
08-05-15,12.7,19.7,11.0,21.6,0.0,No,4.4,7.7,W,41,W,SSE,17,13,71,60,1020.9,1018.4,2,6,827
09-05-15,13.1,16.5,12.7,17.9,1.0,Yes,2.4,0.2,W,41,W,WNW,19,4,85,68,1019.7,1016.7,8,8,828
10-05-15,13.0,14.9,12.4,15.4,13.8,Yes,1.0,0.0,W,41,W,SW,22,17,94,92,1018.2,1017.4,8,8,829
11-05-15,13.0,20.0,11.7,20.0,47.8,No,4.8,6.1,W,41,W,SSE,20,9,91,62,1022.1,1020.3,7,3,830
12-05-15,12.7,19.3,11.2,19.7,1.0,No,2.8,6.1,W,41,W,ESE,19,11,82,55,1023.1,1019.9,6,6,831
13-05-15,13.9,18.4,11.7,19.5,0.0,Yes,1.2,6.4,W,41,WNW,SSE,13,20,83,58,1020.6,1017.9,3,6,832
14-05-15,11.3,18.4,10.8,18.6,17.2,Yes,2.8,4.8,W,41,W,SSW,22,24,92,58,1021.5,1019.7,7,3,833
15-05-15,10.4,14.3,9.5,14.7,14.2,Yes,5.0,0.4,W,41,W,W,19,11,91,93,1023.6,1020.8,7,6,834
16-05-15,12.1,17.8,10.4,18.0,5.6,No,0.2,1.1,W,41,W,E,15,4,86,68,1019.7,1015.7,7,7,835
17-05-15,14.1,16.8,12.1,16.9,0.8,Yes,4.8,0.1,W,41,WNW,WNW,11,7,89,84,1011.7,1006.3,7,7,836
18-05-15,13.5,15.6,13.4,17.3,9.0,Yes,2.2,0.0,W,41,W,ESE,17,50,96,94,1004.8,1004.9,8,8,837
19-05-15,15.9,18.3,13.5,18.7,33.6,Yes,5.8,3.3,W,41,SE,S,15,11,82,62,1018.0,1017.6,6,7,838
20-05-15,12.9,19.8,11.7,19.9,1.6,Yes,1.4,4.6,W,41,W,E,15,7,92,53,1021.0,1017.1,7,5,839
21-05-15,15.8,16.2,12.9,17.1,3.0,Yes,2.8,0.0,W,41,N,NE,11,4,88,87,1009.5,1004.7,7,8,840
22-05-15,13.0,18.7,11.8,19.1,3.0,Yes,1.4,2.2,W,41,WNW,W,15,2,78,56,1003.2,1002.4,4,6,841
23-05-15,16.5,19.1,12.6,20.0,12.8,Yes,1.6,3.9,W,41,SSW,S,22,28,87,68,1008.3,1010.2,7,7,842
24-05-15,14.5,18.5,11.7,19.7,12.4,No,2.6,3.6,W,41,W,S,15,19,80,60,1019.2,1017.7,7,7,843
25-05-15,12.7,19.0,11.2,20.1,0.0,Yes,3.0,7.0,W,41,W,SSW,19,13,81,63,1020.9,1019.6,6,5,844
26-05-15,15.2,17.1,12.7,18.6,6.0,Yes,2.4,0.8,W,41,SSW,ESE,19,24,91,90,1023.0,1020.0,7,7,845
27-05-15,17.3,16.4,15.2,17.7,26.4,Yes,3.4,0.0,W,41,E,SSE,26,30,85,94,1018.7,1015.5,7,8,846
28-05-15,13.5,17.4,12.5,20.5,61.4,No,1.0,4.4,W,41,W,SSW,22,15,80,67,1014.2,1012.0,5,7,847
29-05-15,11.3,15.2,9.5,18.5,0.4,Yes,2.2,6.5,W,41,W,SW,28,22,64,70,1014.7,1015.8,1,7,848
30-05-15,10.6,14.3,9.1,15.5,4.2,No,3.4,3.9,W,41,W,SSW,24,20,60,77,1024.3,1023.0,2,7,849
31-05-15,10.6,16.3,9.1,18.5,0.4,No,4.8,9.0,W,41,W,NE,22,6,78,62,1023.5,1018.7,5,4,850
01-06-15,11.1,15.7,9.5,16.7,0.0,No,2.2,7.2,W,41,W,WNW,6,30,71,34,1012.0,1008.3,5,3,851
02-06-15,11.3,16.8,10.3,17.2,0.0,No,3.8,7.2,W,41,W,SSW,26,13,48,30,1017.5,1017.7,5,4,852
03-06-15,9.0,16.9,6.2,17.4,0.0,No,3.2,9.8,W,41,W,W,19,22,64,37,1019.9,1016.0,0,1,853
04-06-15,11.5,15.8,9.0,16.7,0.0,No,3.0,9.6,W,41,W,S,20,22,63,42,1022.0,1021.7,1,2,854
05-06-15,8.4,17.1,6.6,17.9,0.0,No,3.8,9.5,W,41,W,S,22,13,66,50,1029.8,1028.9,1,1,855
06-06-15,8.9,17.8,6.9,18.3,0.0,No,1.8,9.5,W,41,W,ENE,22,2,75,50,1034.7,1032.0,5,4,856
07-06-15,10.0,17.6,8.1,19.3,0.0,No,2.0,9.3,W,41,W,ENE,17,7,86,56,1032.7,1028.9,5,4,857
08-06-15,10.6,18.3,9.1,18.9,0.0,No,1.6,9.6,W,41,WNW,ENE,11,15,89,59,1028.9,1024.1,2,2,858
09-06-15,14.2,16.6,10.6,17.3,0.0,No,4.0,1.7,W,41,NNW,N,11,22,67,69,1016.0,1010.5,8,5,859
10-06-15,11.3,20.0,9.5,20.2,0.0,Yes,3.0,9.8,W,41,W,ESE,19,7,71,40,1025.0,1023.8,5,4,860
11-06-15,11.5,15.7,10.1,16.0,8.2,Yes,3.4,4.2,W,41,W,S,15,17,95,80,1032.8,1032.5,7,4,861
12-06-15,14.4,14.6,12.6,15.6,4.0,Yes,2.2,0.2,W,41,SSE,S,17,6,83,90,1036.7,1034.1,7,7,862
13-06-15,12.2,17.0,11.8,17.0,18.8,No,0.6,5.2,W,41,W,E,15,19,96,64,1031.6,1027.1,7,2,863
14-06-15,13.7,18.4,12.2,18.4,0.0,No,3.2,2.8,W,41,W,N,13,17,83,65,1025.1,1020.7,6,6,864
15-06-15,15.2,19.7,13.5,20.0,1.0,No,1.4,4.0,W,41,WNW,WSW,20,17,78,50,1017.3,1016.3,7,2,865
16-06-15,8.1,13.9,6.7,14.9,0.0,No,2.8,6.8,W,41,W,SSW,20,22,72,53,1021.0,1018.9,1,6,866
17-06-15,7.0,15.3,5.5,15.8,0.0,No,2.0,9.7,W,41,W,W,22,9,68,36,1021.0,1017.7,1,1,867
18-06-15,7.0,14.4,4.7,14.4,0.0,No,2.6,9.9,W,41,WNW,WSW,13,6,63,36,1020.1,1017.0,0,0,868
19-06-15,6.4,15.7,4.3,16.1,0.0,No,3.0,9.3,W,41,W,WNW,11,4,70,41,1020.8,1018.5,0,1,869
20-06-15,8.5,16.9,6.4,17.1,0.0,No,2.0,8.6,W,41,W,W,20,7,70,40,1024.9,1022.8,4,4,870
21-06-15,9.2,11.9,7.6,12.1,0.0,No,2.0,0.0,W,41,W,W,15,11,74,65,1026.8,1023.5,7,8,871
22-06-15,9.1,15.6,7.7,16.3,0.6,No,1.8,9.8,W,41,W,SSW,24,24,68,38,1025.6,1026.1,1,2,872
23-06-15,8.9,16.9,7.8,17.8,0.0,No,3.2,8.8,W,41,W,S,22,17,68,56,1029.7,1026.9,2,4,873
24-06-15,9.7,13.1,8.8,13.5,0.0,Yes,3.4,0.1,W,41,W,W,20,11,76,83,1027.2,1024.1,7,8,874
25-06-15,10.8,15.1,9.7,17.2,4.2,Yes,0.4,3.5,W,41,W,SSW,7,17,95,67,1016.7,1015.1,6,7,875
26-06-15,10.3,15.3,9.6,16.0,2.6,Yes,1.4,2.9,W,41,W,S,22,20,83,70,1023.9,1022.5,7,6,876
27-06-15,10.7,13.9,9.7,15.6,32.0,Yes,0.0,3.8,W,41,WNW,S,19,9,96,83,1029.6,1027.9,6,7,877
28-06-15,9.9,16.6,8.6,17.6,4.6,No,2.0,4.8,W,41,W,ENE,17,11,95,65,1028.9,1025.0,6,7,878
29-06-15,16.7,17.3,9.9,19.0,0.2,No,1.2,1.0,W,41,N,NW,13,7,61,76,1022.2,1019.8,7,7,879
30-06-15,11.4,16.0,10.1,16.9,0.2,No,2.0,2.1,W,41,W,WNW,19,6,87,61,1023.6,1021.1,6,7,880
01-07-15,14.1,17.7,11.4,18.6,0.0,No,0.6,0.0,W,41,W,NNE,7,7,83,78,1020.3,1014.6,7,8,881
02-07-15,14.4,17.4,13.9,18.1,1.0,No,1.8,8.0,W,41,WNW,WNW,20,22,56,33,1008.7,1008.6,3,1,882
03-07-15,11.9,17.4,10.4,18.2,0.0,No,5.2,9.8,W,41,W,WSW,24,17,50,34,1015.4,1017.1,1,3,883
04-07-15,9.0,16.2,7.2,18.2,0.0,No,4.4,9.4,W,41,W,S,24,19,63,46,1025.9,1024.0,2,2,884
05-07-15,8.6,18.4,7.1,18.5,0.0,No,2.6,9.9,W,41,W,E,26,9,71,39,1028.1,1024.7,1,1,885
06-07-15,8.9,18.7,7.3,19.4,0.0,No,2.0,10.0,W,41,W,ESE,20,7,81,40,1022.6,1017.8,0,1,886
07-07-15,11.1,15.0,8.7,16.7,0.0,No,3.6,0.8,W,41,W,SSW,15,7,67,53,1017.8,1016.0,6,7,887
08-07-15,10.2,14.9,8.0,16.5,0.0,Yes,1.0,8.5,W,41,W,SSW,19,19,71,53,1022.4,1021.4,1,3,888
09-07-15,9.2,15.5,8.0,15.7,6.6,No,3.2,4.1,W,41,W,SSW,19,13,73,54,1026.7,1024.6,7,4,889
10-07-15,8.8,13.6,6.0,14.7,0.4,No,1.0,5.0,W,41,W,SSW,28,20,64,69,1028.5,1028.1,1,5,890
11-07-15,9.8,16.4,8.0,18.2,0.2,Yes,2.0,5.8,W,41,W,S,20,20,75,62,1032.6,1030.3,2,7,891
12-07-15,10.3,17.6,9.6,18.3,4.6,No,2.6,3.9,W,41,W,SE,22,13,81,54,1030.7,1027.4,7,5,892
13-07-15,12.5,15.5,10.2,16.9,0.0,Yes,1.0,6.2,W,41,W,SE,11,15,83,64,1029.9,1027.7,3,5,893
14-07-15,11.9,15.5,9.2,17.0,16.0,Yes,3.8,3.2,W,41,W,SE,15,7,90,69,1034.0,1032.6,6,7,894
15-07-15,11.2,16.6,9.3,16.9,2.4,Yes,1.6,3.2,W,41,W,E,13,9,86,49,1035.7,1032.5,6,7,895
16-07-15,12.3,14.4,11.2,15.2,2.6,Yes,1.6,0.8,W,41,N,NNE,4,11,96,90,1029.8,1024.8,8,8,896
17-07-15,12.8,15.8,11.4,16.2,24.2,Yes,1.4,0.6,W,41,NW,N,6,9,93,77,1019.1,1016.0,6,7,897
18-07-15,12.8,21.0,12.0,21.1,3.4,Yes,3.8,5.8,W,41,W,NNE,22,9,97,62,1016.9,1013.6,4,7,898
19-07-15,14.5,20.5,12.8,20.7,6.6,No,0.2,5.8,W,41,W,W,7,28,96,37,1012.1,1012.0,7,2,899
20-07-15,13.2,20.6,9.6,20.9,0.0,No,3.8,10.3,W,41,N,NW,11,26,62,35,1019.9,1013.0,1,1,900
21-07-15,11.2,15.1,9.1,15.7,0.4,Yes,4.0,7.3,W,41,W,WSW,24,28,49,36,1015.8,1011.6,5,5,901
22-07-15,13.9,15.5,10.3,17.3,16.4,No,4.0,6.6,W,41,W,E,15,19,75,62,1016.2,1016.9,7,4,902
23-07-15,11.2,18.7,8.3,18.9,0.0,No,4.0,10.2,W,41,W,W,15,9,75,44,1019.0,1014.9,1,1,903
24-07-15,11.1,15.8,7.1,16.9,0.0,No,3.8,8.3,W,41,NNW,W,17,20,57,33,1018.1,1015.1,3,5,904
25-07-15,10.5,15.7,7.6,17.0,0.0,No,2.4,10.3,W,41,W,S,19,19,56,40,1020.5,1019.2,1,2,905
26-07-15,9.1,15.5,6.8,16.1,0.0,No,4.2,10.2,W,41,W,S,26,20,58,50,1024.7,1022.2,1,5,906
27-07-15,8.8,15.2,6.4,17.2,0.0,No,3.0,10.3,W,41,W,E,20,15,73,50,1022.2,1019.1,3,1,907
28-07-15,9.3,17.0,7.2,17.1,0.0,Yes,2.6,8.9,W,41,W,E,15,20,83,58,1023.5,1020.9,2,1,908
29-07-15,12.2,16.2,9.3,16.4,2.8,Yes,2.4,0.0,W,41,WSW,NNE,2,13,93,90,1019.2,1013.8,8,8,909
30-07-15,12.8,17.4,12.2,18.0,4.6,No,0.6,6.0,W,41,NW,WNW,19,20,59,35,1008.6,1003.7,7,3,910
31-07-15,12.2,15.0,10.7,16.7,0.2,No,6.6,5.9,W,41,W,W,35,22,55,47,1001.5,1002.3,2,7,911
01-08-15,12.7,17.0,9.9,18.3,0.0,No,2.6,10.6,W,41,W,S,26,31,54,44,1011.9,1012.0,1,1,912
02-08-15,13.0,21.4,8.2,21.8,0.0,No,4.2,10.7,W,41,N,N,11,6,69,36,1014.5,1009.7,0,0,913
03-08-15,15.1,20.0,12.8,20.1,0.0,No,6.4,7.3,W,41,NNW,WNW,22,17,53,37,1006.2,1004.0,6,2,914
04-08-15,14.3,18.3,12.6,18.8,0.4,No,4.0,10.7,W,41,W,W,24,24,44,31,1011.5,1010.3,1,1,915
05-08-15,10.8,15.9,7.6,17.6,0.0,No,4.4,10.4,W,41,W,E,26,15,44,26,1022.0,1019.9,1,3,916
06-08-15,9.3,17.7,6.5,19.9,0.0,Yes,4.2,6.6,W,41,W,NE,13,19,69,53,1020.5,1012.0,3,5,917
07-08-15,19.5,24.4,9.3,24.6,2.2,No,5.0,10.8,W,41,NNW,WNW,22,31,57,23,1007.7,1004.6,1,1,918
08-08-15,14.3,19.2,11.3,19.3,0.0,No,6.2,10.8,W,41,WNW,WNW,11,19,45,26,1012.4,1010.9,1,1,919
09-08-15,12.8,16.7,8.8,16.7,0.0,No,5.6,10.9,W,41,WNW,W,20,30,44,33,1017.0,1015.2,1,2,920
10-08-15,11.4,15.7,8.4,17.3,0.0,No,4.6,9.4,W,41,W,E,22,13,58,48,1023.7,1020.4,1,5,921
11-08-15,12.4,13.9,11.2,15.0,0.0,No,3.6,1.0,W,41,NW,NE,6,7,77,65,1017.1,1010.8,7,7,922
12-08-15,13.9,19.6,10.9,19.8,0.0,No,2.2,10.3,W,41,W,WNW,17,22,53,28,1012.3,1007.9,1,2,923
13-08-15,14.1,17.2,11.5,18.1,0.0,No,6.0,10.4,W,41,SW,WNW,17,26,36,24,1008.1,1005.2,1,1,924
14-08-15,13.8,16.4,10.3,18.0,0.0,No,6.4,8.9,W,41,NW,W,19,33,48,33,1003.5,1000.7,3,3,925
15-08-15,14.1,18.8,10.3,19.2,0.0,No,5.8,8.4,W,41,WNW,WNW,20,28,47,35,1008.1,1008.0,5,3,926
16-08-15,12.3,16.5,9.2,17.5,0.0,No,4.0,10.9,W,41,W,S,20,19,52,40,1021.8,1022.3,1,1,927
17-08-15,14.9,16.8,10.5,17.6,0.0,No,2.2,8.2,W,41,W,E,4,15,70,56,1027.1,1024.3,3,2,928
18-08-15,15.8,18.4,11.5,20.0,0.0,No,3.2,9.7,W,41,W,NE,9,22,71,60,1025.3,1019.8,1,5,929
19-08-15,18.2,24.1,14.9,25.9,0.0,No,6.4,3.3,W,41,W,E,15,19,53,33,1017.8,1012.5,6,7,930
20-08-15,17.8,17.8,16.6,18.1,0.8,Yes,3.8,0.0,W,41,W,E,15,19,77,74,1016.3,1014.4,8,7,931
21-08-15,15.2,16.5,13.7,17.6,3.2,Yes,1.8,0.0,W,41,W,E,15,19,80,64,1025.8,1023.6,8,7,932
22-08-15,17.6,19.0,15.2,20.3,7.4,No,2.8,0.0,W,41,W,E,15,19,90,84,1014.2,1006.7,8,8,933
23-08-15,18.6,20.4,16.4,21.3,0.6,No,5.6,11.3,W,41,W,E,15,19,44,35,1007.9,1009.7,1,2,934
24-08-15,15.1,18.9,11.5,20.4,0.0,No,8.0,8.4,W,41,W,E,15,19,45,33,1018.6,1017.1,1,6,935
25-08-15,14.4,16.1,10.4,16.8,0.0,No,3.2,10.3,W,41,W,S,15,24,54,51,1023.4,1023.3,2,3,936
26-08-15,13.1,17.2,8.2,18.3,0.0,No,4.0,10.7,W,41,W,ESE,15,15,58,54,1027.3,1023.6,1,1,937
27-08-15,13.0,18.0,9.7,18.4,0.0,Yes,4.0,2.4,W,41,W,NW,2,6,77,56,1017.5,1010.6,6,8,938
28-08-15,16.2,21.2,11.0,24.5,2.4,No,2.0,5.4,W,41,W,W,9,39,82,34,1004.1,1001.3,6,7,939
29-08-15,15.3,17.5,11.1,19.9,0.8,No,4.4,10.9,W,41,W,E,20,15,46,44,1017.4,1017.2,1,1,940
30-08-15,13.6,17.6,9.2,18.9,0.0,No,3.8,10.0,W,41,W,NE,15,17,64,61,1022.5,1017.8,3,5,941
31-08-15,16.2,23.3,13.3,23.9,0.0,No,4.2,6.9,W,41,W,W,13,24,64,24,1015.8,1012.1,5,3,942
01-09-15,17.6,15.7,13.9,18.1,0.0,Yes,5.4,1.7,W,41,ESE,ESE,28,28,70,87,1016.4,1011.4,6,8,943
02-09-15,15.3,20.8,10.4,21.2,0.0,No,5.0,9.6,W,41,W,WNW,24,19,42,30,1014.8,1010.6,5,2,944
03-09-15,13.5,17.2,9.5,19.3,0.0,No,6.4,11.2,W,41,W,ENE,20,19,41,33,1021.1,1017.8,2,5,945
04-09-15,15.0,19.5,9.6,23.3,0.0,No,5.0,11.0,W,41,W,ESE,17,20,48,45,1017.4,1013.8,1,1,946
